PERIOD_BEGIN,PERIOD_END,PERIOD_DURATION,REGION_TYPE,REGION_TYPE_ID,TABLE_ID,IS_SEASONALLY_ADJUSTED,REGION,CITY,STATE,STATE_CODE,PROPERTY_TYPE,PROPERTY_TYPE_ID,MEDIAN_SALE_PRICE,MEDIAN_SALE_PRICE_MOM,MEDIAN_SALE_PRICE_YOY,MEDIAN_LIST_PRICE,MEDIAN_LIST_PRICE_MOM,MEDIAN_LIST_PRICE_YOY,MEDIAN_PPSF,MEDIAN_PPSF_MOM,MEDIAN_PPSF_YOY,MEDIAN_LIST_PPSF,MEDIAN_LIST_PPSF_MOM,MEDIAN_LIST_PPSF_YOY,HOMES_SOLD,HOMES_SOLD_MOM,HOMES_SOLD_YOY,PENDING_SALES,PENDING_SALES_MOM,PENDING_SALES_YOY,NEW_LISTINGS,NEW_LISTINGS_MOM,NEW_LISTINGS_YOY,INVENTORY,INVENTORY_MOM,INVENTORY_YOY,MONTHS_OF_SUPPLY,MONTHS_OF_SUPPLY_MOM,MONTHS_OF_SUPPLY_YOY,MEDIAN_DOM,MEDIAN_DOM_MOM,MEDIAN_DOM_YOY,AVG_SALE_TO_LIST,AVG_SALE_TO_LIST_MOM,AVG_SALE_TO_LIST_YOY,SOLD_ABOVE_LIST,SOLD_ABOVE_LIST_MOM,SOLD_ABOVE_LIST_YOY,PRICE_DROPS,PRICE_DROPS_MOM,PRICE_DROPS_YOY,OFF_MARKET_IN_TWO_WEEKS,OFF_MARKET_IN_TWO_WEEKS_MOM,OFF_MARKET_IN_TWO_WEEKS_YOY,PARENT_METRO_REGION,PARENT_METRO_REGION_METRO_CODE,LAST_UPDATED,Id
2021-01-01,2021-03-31,90,neighborhood,1,65013,0,"Taunton, MA - East Taunton",Taunton,Massachusetts,MA,Single Family Residential,6,367500.0000,-0.03416557162,0.2164846077,382400.0000,0.09257142857,0.1591391331,241.2955,0.06074528738,0.2455331489,257.5825,0.01440329242,0.09310568034,6,-0.4000,0.0000,10,0.6667,4.0000,12,1.0000,3.0000,4,1,3.0000,NULL,NULL,NULL,15.5000,-4.5,-3.5000,1.0136,0.009451637766,-0.0288079034,0.6667,0.06666666667,0,NULL,NULL,NULL,1.0000,0,0,"Providence, RI",39300,2025-08-01 14:37:32.7980000 +00:00,10006
2014-01-01,2014-03-31,90,neighborhood,1,719592,0,"Walla Walla, WA - Spring Grove",Walla Walla,Washington,WA,Single Family Residential,6,175500.0000,-0.04619565217,0.8092783505,309500.0000,0,NULL,91.3124,0.4927588933,-0.3184519332,160.3991,0,NULL,2,1.0000,1.0000,2,1.0000,1.0000,2,0.0000,NULL,1,-0.5,-0.5000,NULL,NULL,NULL,72.5000,-36.5,-39.5000,0.9796,0.008594713588,-0.0002270129122,0.0000,0,0,NULL,NULL,NULL,0.0000,0,0,"Walla Walla, WA",47460,2025-08-01 14:37:32.7980000 +00:00,10007
2015-05-01,2015-07-31,90,neighborhood,1,698396,0,"Pensacola, FL - West Side Sunshine",Pensacola,Florida,FL,All Residential,-1,13000.0000,NULL,NULL,22499.5000,NULL,NULL,9.8039,NULL,NULL,31.1799,NULL,NULL,1,0.0000,NULL,1,NULL,NULL,4,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,84.0000,NULL,NULL,1.0000,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,"Pensacola, FL",37860,2025-08-01 14:37:32.7980000 +00:00,10008
2020-10-01,2020-12-31,90,neighborhood,1,548491,0,"Euless, TX - Villages of Bear Creek",Euless,Texas,TX,All Residential,-1,360000.0000,-0.1529411765,0.1612903226,342495.0000,-0.06163182553,-0.2594718714,160.8352,0.008773503216,0.1243573718,163.5279,-0.001603498542,-0.04915603395,12,0.3333,0.0909,12,0.0909,1.0000,8,-0.1111,1.0000,2,-0.5,NULL,NULL,NULL,NULL,21.0000,2,-9.0000,0.9834,-0.009052499397,0.01284181938,0.0833,-0.1388888889,-0.007575757576,NULL,NULL,NULL,0.6667,-0.06060606061,0.3333333333,"Fort Worth, TX",23104,2025-08-01 14:37:32.7980000 +00:00,10009
2015-03-01,2015-05-31,90,neighborhood,1,467128,0,"Eau Claire, WI - Third Ward",Eau Claire,Wisconsin,WI,All Residential,-1,199950.0000,0.03067010309,NULL,179900.0000,-0.05265929437,NULL,99.8330,0.02044689327,NULL,89.1667,0.125804301,NULL,6,-0.1429,NULL,8,0.0000,NULL,13,0.0833,NULL,15,0.25,NULL,NULL,NULL,NULL,44.0000,-36,NULL,0.9899,0.02315094698,NULL,0.1667,0.1666666667,NULL,NULL,NULL,NULL,0.1250,0,NULL,"Eau Claire, WI",20740,2025-08-01 14:37:32.7980000 +00:00,10010
2016-08-01,2016-10-31,90,neighborhood,1,398134,0,"Fort Pierce, FL - Downtown Fort Pierce",Fort Pierce,Florida,FL,All Residential,-1,320000.0000,NULL,8.014084507,139500.0000,NULL,-0.7181818182,163.4321,NULL,6.11735171,135.3981,NULL,-0.4633310563,1,0.0000,0.0000,1,NULL,-0.5000,2,NULL,-0.6000,7,NULL,0.1667,NULL,NULL,NULL,1170.0000,NULL,1120.0000,0.8000,NULL,-0.2,0.0000,NULL,0,NULL,NULL,NULL,0.0000,NULL,0,"Port St. Lucie, FL",38940,2025-08-01 14:37:32.7980000 +00:00,10011
2020-07-01,2020-09-30,90,neighborhood,1,103782,0,"Tanque Verde, AZ - Fetzer Ranch",Tanque Verde,Arizona,AZ,All Residential,-1,1370000.0000,0,NULL,1749000.0000,0,NULL,297.6320,0,NULL,264.5191,-0.1240422907,NULL,1,0.0000,NULL,NULL,NULL,NULL,1,-0.6667,NULL,2,0,NULL,NULL,NULL,NULL,20.0000,0,NULL,0.9856,0,NULL,0.0000,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tucson, AZ",46060,2025-08-01 14:37:32.7980000 +00:00,10012
2023-02-01,2023-04-30,90,neighborhood,1,497628,0,"Honolulu, HI - Punchbowl",Honolulu,Hawaii,HI,Condo/Co-op,3,350000.0000,0,-0.3006993007,665000.0000,0.33,0.03100775194,716.7300,0,0.107412557,574.2131,-0.1145633431,0.0738337427,2,0.0000,-0.6000,3,0.5000,-0.4000,4,-0.2000,-0.5000,4,0,0.0000,NULL,NULL,NULL,51.5000,0,36.5000,0.9756,0,-0.05133232992,0.0000,0,-0.8,NULL,NULL,NULL,0.0000,0,-0.2,"Honolulu, HI",46520,2025-08-01 14:37:32.7980000 +00:00,10013
2024-03-01,2024-05-31,90,neighborhood,1,551089,0,"Newark, NJ - Montrose Park",Newark,New Jersey,NJ,All Residential,-1,1225000.0000,-0.02,0.1045987376,932000.0000,-0.01894736842,0.04777965149,441.8518,0.005721344564,0.2404469265,369.3551,-0.08310242776,0.2325271636,8,0.6000,-0.3333,14,0.4000,0.2727,14,0.5556,0.1667,2,0,-0.6667,NULL,NULL,NULL,13.0000,4,-20.0000,1.0923,-0.02911384969,0.009163979947,0.7500,-0.05,0.25,NULL,NULL,NULL,0.6429,0.04285714286,0.1883116883,"Newark, NJ",35084,2025-08-01 14:37:32.7980000 +00:00,10014
2020-09-01,2020-11-30,90,neighborhood,1,151933,0,"Columbus, OH - Cranbrook",Columbus,Ohio,OH,Single Family Residential,6,274950.0000,0.01833333333,0.122244898,289950.0000,0.0359056806,0.1959166839,202.8086,0.0256101988,0.2837270642,199.5855,-0.01351856558,0.2480539538,6,-0.4545,-0.5714,7,0.0000,-0.3636,6,0.2000,-0.4000,2,0,-0.5000,NULL,NULL,NULL,31.0000,-2,-6.0000,1.0058,-0.0004515638273,0.0125121151,0.3333,-0.0303030303,-0.02380952381,NULL,NULL,NULL,1.0000,0.1428571429,0.1818181818,"Columbus, OH",18140,2025-08-01 14:37:32.7980000 +00:00,10015
2016-04-01,2016-06-30,90,neighborhood,1,480549,0,"Claremont, NH - South End",Claremont,New Hampshire,NH,Single Family Residential,6,142000.0000,0.02898550725,0.5865921788,112000.0000,-0.1942446043,-0.2774193548,69.2568,0.01951342576,0.4891819151,68.9873,0,-0.0929277256,15,0.3636,0.5000,20,0.1111,0.5385,15,-0.2105,-0.2105,27,-0.15625,-0.3250,NULL,NULL,NULL,154.0000,-38,-16.5000,0.9727,0.006348541967,0.06051026761,0.2000,0.01818181818,0,NULL,NULL,NULL,0.1000,-0.01111111111,0.1,"Lebanon, NH",30100,2025-08-01 14:37:32.7980000 +00:00,10016
2023-06-01,2023-08-31,90,neighborhood,1,555258,0,"Concord, NH - Penacook",Concord,New Hampshire,NH,Townhouse,13,280000.0000,0.02752293578,0.1666666667,279000.0000,0.03333333333,0.1505154639,261.6822,0.04499339572,0.224943603,242.9907,0,0.2409476201,9,0.1250,-0.1818,7,-0.4167,-0.3000,7,-0.2222,-0.3000,NULL,NULL,NULL,NULL,NULL,NULL,8.5000,2.5,2.5000,1.0431,0.001487680373,-0.01566437309,0.8889,-0.1111111111,0.1616161616,NULL,NULL,NULL,1.0000,0.08333333333,0.1,"Concord, NH",18180,2025-08-01 14:37:32.7980000 +00:00,10017
2019-06-01,2019-08-31,90,neighborhood,1,306314,0,"Frankfort, IL - Cardinal Lake",Frankfort,Illinois,IL,Single Family Residential,6,429500.0000,0,0.03493975904,447450.0000,0,0.2463788301,130.1796,0.04719528039,0.0778240032,136.4474,0,0.05737250087,5,0.0000,0.6667,2,-0.5000,NULL,4,0.0000,3.0000,2,-0.3333333333,-0.3333,NULL,NULL,NULL,50.0000,-65,7.0000,0.9676,0.007975442024,-0.007599105162,0.0000,0,0,NULL,NULL,NULL,0.5000,0.25,NULL,"Chicago, IL",16984,2025-08-01 14:37:32.7980000 +00:00,10018
2015-12-01,2016-02-29,90,neighborhood,1,351915,0,"Los Angeles, CA - The Venice del Rey",Los Angeles,California,CA,All Residential,-1,1000500.0000,-0.16625,0.2826923077,972000.0000,-0.06985645933,0.2672750978,990.7178,0.1401510417,0.608121609,947.0937,0.1273738076,0.252009755,2,-0.3333,-0.3333,1,-0.5000,-0.5000,6,0.5000,2.0000,4,1,3.0000,NULL,NULL,NULL,10.5000,-0.5,-22.5000,1.1554,0.07339235664,0.2234343901,1.0000,0.3333333333,1,NULL,NULL,NULL,1.0000,0,0.5,"Los Angeles, CA",31084,2025-08-01 14:37:32.7980000 +00:00,10019
2022-09-01,2022-11-30,90,neighborhood,1,496120,0,"Tumwater, WA - Tumwater Hill",Tumwater,Washington,WA,Condo/Co-op,3,465000.0000,0,0.1481481481,NULL,NULL,NULL,266.6284,0,0.1468314645,NULL,NULL,NULL,1,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,5.0000,0,0.0000,1.0109,0,-0.05520045321,1.0000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,"Olympia, WA",36500,2025-08-01 14:37:32.7980000 +00:00,10020
2022-06-01,2022-08-31,90,neighborhood,1,179930,0,"Chesapeake, VA - Ahoy Acres",Chesapeake,Virginia,VA,Single Family Residential,6,269000.0000,0.05697445972,0.1955555556,260000.0000,0,0.2380952381,196.5602,-0.02568354389,0.2324603794,162.5000,-0.09485929347,-0.01726190476,3,0.5000,-0.4000,4,0.0000,0.3333,3,-0.2500,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,25.0000,2,17.0000,1.0237,0.006351981352,-0.005665838015,0.6667,0.1666666667,-0.3333333333,NULL,NULL,NULL,1.0000,0,0,"Virginia Beach, VA",47260,2025-08-01 14:37:32.7980000 +00:00,10021
2025-04-01,2025-06-30,90,neighborhood,1,84333,0,"Spotswood, NJ - Gillilandtown",Spotswood,New Jersey,NJ,Single Family Residential,6,457500.0000,0.05172413793,-0.1711956522,437500.0000,-0.2647058824,-0.146091539,338.9831,0.005782652044,0.02131697805,326.9917,0.03042255155,0.01797671944,24,0.2632,-0.1724,28,0.0000,-0.2222,26,-0.0370,-0.2778,20,0.1764705882,-0.0909,NULL,NULL,NULL,52.5000,-5.5,-3.5000,1.0530,0.02167106402,-0.02112357037,0.9167,0.1271929825,-0.04885057471,NULL,NULL,NULL,0.4286,-0.03571428571,-0.07142857143,"New Brunswick, NJ",35154,2025-08-01 14:37:32.7980000 +00:00,10022
2019-06-01,2019-08-31,90,neighborhood,1,767461,0,"Cupertino, CA - North Blaney",Cupertino,California,CA,Single Family Residential,6,2460000.0000,0.2118226601,0.1941747573,2224000.0000,-0.09224489796,0.03489995347,941.8730,-0.0517914438,-0.235352914,951.5858,-0.04131221099,-0.1674870651,3,0.5000,-0.4000,1,-0.6667,-0.8333,2,-0.6000,-0.5000,1,0,-0.5000,NULL,NULL,NULL,8.0000,-10,-2.0000,1.0440,0.01370961529,-0.05523848202,0.6667,0.1666666667,-0.1333333333,NULL,NULL,NULL,1.0000,0,0.6666666667,"San Jose, CA",41940,2025-08-01 14:37:32.7980000 +00:00,10023
2014-08-01,2014-10-31,90,neighborhood,1,87544,0,"Bethlehem, PA - Elm Street District",Bethlehem,Pennsylvania,PA,All Residential,-1,111000.0000,0.009090909091,0.1808510638,120000.0000,-0.05063291139,0.06951871658,61.9789,-0.03080702701,0.07099593734,74.5419,-0.0008359860712,0.08970697185,12,-0.4000,-0.0769,13,-0.3500,0.0000,33,0.1786,0.6500,41,0.1081081081,0.2424,NULL,NULL,NULL,107.0000,8,51.0000,0.9427,-0.005328141326,0.001564596541,0.2500,0.05,0.01923076923,NULL,NULL,NULL,0.0769,0.07692307692,0.07692307692,"Allentown, PA",10900,2025-08-01 14:37:32.7980000 +00:00,10024
2020-06-01,2020-08-31,90,neighborhood,1,77682,0,"Newark, NJ - Upper Clinton Hill",Newark,New Jersey,NJ,Single Family Residential,6,285000.0000,0.0775047259,0.1875,305000.0000,0.04469943483,0.8351383875,102.6155,0.04760015748,1.473578975,95.7723,0.05204650638,0.4041807899,13,0.0833,0.0000,15,0.0000,-0.1176,20,0.1111,-0.2308,19,0.05555555556,-0.3214,NULL,NULL,NULL,80.5000,-0.5,-14.5000,1.0165,-0.009942397519,0.05986966641,0.4615,-0.2051282051,0.1538461538,NULL,NULL,NULL,0.1333,0,0.1333333333,"Newark, NJ",35084,2025-08-01 14:37:32.7980000 +00:00,10025
2018-02-01,2018-04-30,90,neighborhood,1,178960,0,"Portland, ME - Nasons Corner",Portland,Maine,ME,All Residential,-1,289000.0000,0.1555008236,0.229787234,259900.0000,-0.0816254417,0.0400160064,207.0783,-0.02632415494,0.4010831815,200.4841,0,0.2072315592,10,2.3333,0.1111,16,0.2308,0.7778,11,-0.1538,0.2222,NULL,NULL,NULL,NULL,NULL,NULL,21.0000,-2,2.0000,1.0177,0.02174032043,0.02141191789,0.5000,0.1666666667,0.2777777778,NULL,NULL,NULL,0.5625,-0.1298076923,0.2291666667,"Portland, ME",38860,2025-08-01 14:37:32.7980000 +00:00,10026
2022-05-01,2022-07-31,90,neighborhood,1,764424,0,"New Hope, MN - Lions Park",New Hope,Minnesota,MN,All Residential,-1,335000.0000,0,0.08064516129,262500.0000,-0.1247082361,-0.07894736842,169.8113,0,-0.06175880276,149.2794,-0.09998069871,-0.1905515627,3,0.0000,-0.5000,1,-0.6667,-0.8750,2,-0.3333,-0.7500,1,0,0.0000,NULL,NULL,NULL,12.0000,0,4.0000,1.0920,0,0.006269503182,1.0000,0,0.1666666667,NULL,NULL,NULL,0.0000,-0.3333333333,-1,"Minneapolis, MN",33460,2025-08-01 14:37:32.7980000 +00:00,10027
2021-02-01,2021-04-30,90,neighborhood,1,537318,0,"Somers Point, NJ - Patcong",Somers Point,New Jersey,NJ,Single Family Residential,6,305000.0000,-0.06153846154,0.525,259495.0000,-0.03887181007,0.01802667713,184.7733,0.06974006708,0.5206841299,187.3518,-0.03690624567,0.4783476483,6,1.0000,5.0000,4,-0.3333,3.0000,4,-0.2000,0.3333,2,-0.3333333333,-0.6667,NULL,NULL,NULL,65.5000,2.5,-56.5000,0.9928,-0.02739211153,0.08327366547,0.1667,-0.1666666667,0.1666666667,NULL,NULL,NULL,0.0000,-0.1666666667,0,"Atlantic City, NJ",12100,2025-08-01 14:37:32.7980000 +00:00,10028
2022-09-01,2022-11-30,90,neighborhood,1,19291,0,"Washington, DC - Lamond Riggs","Washington, DC",Columbia,DC,All Residential,-1,599500.0000,0.05175438596,0.0008347245409,612000.0000,0.06561173427,0.02017002834,400.5892,-0.01465343454,0.02113598628,414.3024,-0.0572319618,0.06789968176,4,0.0000,-0.7333,7,1.3333,-0.5000,8,0.6000,-0.4667,11,0.2222222222,0.2222,NULL,NULL,NULL,35.5000,0,10.0000,0.9611,-0.02432378761,-0.05331231469,0.0000,-0.25,-0.4666666667,NULL,NULL,NULL,0.4286,0.4285714286,-0.2142857143,"Washington, DC",47894,2025-08-01 14:37:32.7980000 +00:00,10029
2017-01-01,2017-03-31,90,neighborhood,1,351,0,"Sacramento, CA - Campus Commons",Sacramento,California,CA,Condo/Co-op,3,383750.0000,0.1188046647,0.1681887367,372000.0000,0.01917808219,-0.007867715695,244.5183,-0.005964077779,0.3248447449,220.4427,0.00782663112,-0.03710641572,4,-0.5556,-0.4286,5,0.2500,-0.5833,12,1.4000,0.0909,8,1,1.0000,NULL,NULL,NULL,14.0000,7,-25.0000,0.9932,0.004413967597,0.01927392165,0.2500,0.02777777778,0.1071428571,NULL,NULL,NULL,0.6000,0.35,0.1,"Sacramento, CA",40900,2025-08-01 14:37:32.7980000 +00:00,10030
2018-09-01,2018-11-30,90,neighborhood,1,216312,0,"Orangetree, FL - Orange Blossom Ranch",Orangetree,Florida,FL,Single Family Residential,6,346545.0000,0.03975457178,0.18497179,351443.0000,0,0.1125134536,148.6149,0.002175687954,0.04010195587,150.6038,-0.008493247556,-0.04364888637,14,0.1667,6.0000,11,-0.1538,10.0000,14,-0.2222,3.6667,17,0,1.8333,NULL,NULL,NULL,55.0000,1,-203.0000,0.9936,0.01603459143,0.03496325975,0.1429,0.1428571429,0.1428571429,NULL,NULL,NULL,0.1818,0.02797202797,0.1818181818,"Naples, FL",34940,2025-08-01 14:37:32.7980000 +00:00,10031
2017-06-01,2017-08-31,90,neighborhood,1,59041,0,"Santa Rosa, CA - Skyhawk Commmunity",Santa Rosa,California,CA,Single Family Residential,6,885000.0000,-0.04117009751,0.04424778761,875000.0000,-0.001711351968,0.05548854041,352.0481,0.007150454106,0.01306593104,347.1749,-0.001820254645,-0.02279640378,14,0.4000,0.7500,8,-0.2727,0.3333,9,-0.1000,0.8000,3,-0.4,-0.2500,NULL,NULL,NULL,41.0000,6,-0.5000,1.0084,0.004039127017,0.0183338115,0.3571,-0.04285714286,-0.1428571429,NULL,NULL,NULL,0.6250,0.07954545455,0.4583333333,"Santa Rosa, CA",42220,2025-08-01 14:37:32.7980000 +00:00,10032
2014-05-01,2014-07-31,90,neighborhood,1,159541,0,"Charleston, SC - Hickory Hall",Charleston,South Carolina,SC,All Residential,-1,279500.0000,-0.1892675852,-0.001785714286,259000.0000,0.05714285714,0.03859649123,133.4766,0.4243279669,0.3457301474,121.2121,0,-0.03547827778,1,-0.5000,-0.6667,1,-0.5000,-0.6667,7,0.4000,-0.1250,8,0.1428571429,0.1429,NULL,NULL,NULL,225.0000,46.5,101.0000,0.9655,0.02717328728,-0.001485430857,0.0000,0,0,NULL,NULL,NULL,0.0000,0,0,"Charleston, SC",16700,2025-08-01 14:37:32.7980000 +00:00,10033
2020-08-01,2020-10-31,90,neighborhood,1,164410,0,"Irving, TX - Revere Place Nha",Irving,Texas,TX,Single Family Residential,6,192000.0000,0,0.536,NULL,NULL,NULL,141.0727,0,0.6703012491,NULL,NULL,NULL,1,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.0000,0,NULL,1.0111,0,0.01105845182,1.0000,0,1,NULL,NULL,NULL,NULL,NULL,NULL,"Dallas, TX",19124,2025-08-01 14:37:32.7980000 +00:00,10034
2015-10-01,2015-12-31,90,neighborhood,1,57171,0,"New Bedford, MA - Rockdale North",New Bedford,Massachusetts,MA,All Residential,-1,182500.0000,0.1060606061,0.07416127134,179900.0000,0.04320092781,-0.04002134472,116.8606,0.1010629193,-0.1118592772,117.9671,-0.05164622759,-0.1424012467,22,-0.0435,-0.0435,17,-0.2273,-0.1905,12,-0.3684,-0.5000,23,-0.08,-0.5000,NULL,NULL,NULL,65.5000,11.5,-54.5000,0.9298,-0.009845075956,-0.03558810224,0.1364,0.005928853755,0.04940711462,NULL,NULL,NULL,0.0000,-0.09090909091,-0.1428571429,"Providence, RI",39300,2025-08-01 14:37:32.7980000 +00:00,10035
2014-02-01,2014-04-30,90,neighborhood,1,118676,0,"Hercules, CA - The Birds",Hercules,California,CA,All Residential,-1,482500.0000,0.01047120419,0.6245791246,447500.0000,-0.0376344086,0.1776315789,225.8444,0,0.04709663201,223.1162,0.019161053,-0.05410493769,4,0.0000,0.3333,6,0.0000,0.5000,6,0.2000,0.2000,1,0,-0.6667,NULL,NULL,NULL,9.0000,0,-179.0000,1.0127,-0.07617122879,-0.04409488461,0.7500,0,0.08333333333,NULL,NULL,NULL,0.8333,0,0.3333333333,"Oakland, CA",36084,2025-08-01 14:37:32.7980000 +00:00,10036
2018-06-01,2018-08-31,90,neighborhood,1,549524,0,"West Palm Beach, FL - Northwood Legacy",West Palm Beach,Florida,FL,Multi-Family (2-4 Unit),4,175000.0000,NULL,0.6666666667,205000.0000,NULL,-0.1359325606,127.5510,NULL,0.5897429269,170.8333,NULL,0.1876803552,1,0.0000,-0.5000,1,NULL,-0.8000,1,NULL,-0.5000,3,NULL,0.0000,NULL,NULL,NULL,114.0000,NULL,-165.5000,0.8974,NULL,0.0882001851,0.0000,NULL,0,NULL,NULL,NULL,0.0000,NULL,0,"West Palm Beach, FL",48424,2025-08-01 14:37:32.7980000 +00:00,10037
2019-12-01,2020-02-29,90,neighborhood,1,62565,0,"Camarillo, CA - Mission Oaks",Camarillo,California,CA,Single Family Residential,6,605000.0000,0,0.04400345125,624450.0000,0.007339893531,-0.0189316575,427.0095,0.01082258473,0.165472568,417.8721,-0.05326892085,0.1346952834,36,0.1613,0.5000,28,0.0370,0.1200,28,0.2174,0.5556,16,0,-0.0588,NULL,NULL,NULL,40.0000,-16,8.0000,0.9925,0.001835367038,0.008688123484,0.2222,0.09318996416,0.09722222222,NULL,NULL,NULL,0.4643,0.09391534392,0.3042857143,"Oxnard, CA",37100,2025-08-01 14:37:32.7980000 +00:00,10038
2017-11-01,2018-01-31,90,neighborhood,1,100,0,"Brookline, MA - Aspinwall Hill",Brookline,Massachusetts,MA,Condo/Co-op,3,999000.0000,0.009192847762,0.2295384615,749500.0000,-0.0006666666667,-0.4176379176,636.5916,0,-0.01342298256,700.3411,-0.04498941441,0.02499569026,9,0.0000,0.5000,5,-0.3750,-0.3750,6,-0.3333,-0.5000,2,0,-0.3333,NULL,NULL,NULL,7.0000,0,0.0000,1.0197,-0.01341856482,0.008619816128,0.4444,-0.1111111111,-0.2222222222,NULL,NULL,NULL,0.6000,-0.15,-0.025,"Boston, MA",14454,2025-08-01 14:37:32.7980000 +00:00,10039
2024-05-01,2024-07-31,90,neighborhood,1,110494,0,"San Diego, CA - Webster",San Diego,California,CA,All Residential,-1,740000.0000,0.01718213058,0.02777777778,749800.0000,0,0.2292810886,560.6754,0.004746573291,-0.07526963543,567.8131,-0.02621423444,0.08266418076,10,-0.1667,-0.0909,11,0.1000,0.5714,13,-0.1333,0.3000,6,0.2,0.5000,NULL,NULL,NULL,13.0000,-3,3.0000,1.0079,-0.003021760827,-0.02925355383,0.7000,0.2,0.06363636364,NULL,NULL,NULL,0.5455,0.04545454545,-0.02597402597,"San Diego, CA",41740,2025-08-01 14:37:32.7980000 +00:00,10040
2023-05-01,2023-07-31,90,neighborhood,1,759932,0,"St. George, UT - Bloomington Hills South",St. George,Utah,UT,All Residential,-1,559000.0000,0,0.2021505376,582400.0000,-0.01271401933,0.2524731183,263.9733,0,-0.1441300258,182.0548,-0.03415018499,-0.3798759284,2,0.0000,-0.5000,4,0.0000,-0.2000,4,-0.2000,-0.4286,3,0.5,0.0000,NULL,NULL,NULL,29.5000,0,-8.0000,0.9899,0,0.0008078206072,0.0000,0,-0.25,NULL,NULL,NULL,0.0000,0,0,"St. George, UT",41100,2025-08-01 14:37:32.7980000 +00:00,10041
2022-05-01,2022-07-31,90,neighborhood,1,32437,0,"Chicago, IL - Ashburn",Chicago,Illinois,IL,Condo/Co-op,3,108500.0000,-0.01363636364,0.2764705882,100000.0000,-0.09090909091,0.0111223458,115.3611,-0.05182648402,0.02603529412,100.2506,-0.04523212794,-0.05423937201,3,0.0000,0.0000,3,-0.4000,-0.6667,4,0.3333,-0.3333,3,0,0.0000,NULL,NULL,NULL,121.0000,-16,56.0000,0.9447,-0.004545454545,-0.06605701348,0.0000,0,-0.3333333333,NULL,NULL,NULL,0.6667,0.4666666667,0.2222222222,"Chicago, IL",16984,2025-08-01 14:37:32.7980000 +00:00,10042
2024-06-01,2024-08-31,90,neighborhood,1,156595,0,"Pittsburgh, PA - Lincoln-Lemington-Belmar",Pittsburgh,Pennsylvania,PA,Single Family Residential,6,50000.0000,0,-0.5098039216,79900.0000,-0.1805128205,1.282857143,37.8788,0.1544477028,-0.5810302896,47.7897,-0.3011971304,0.8810169248,5,-0.2857,0.2500,9,0.0000,0.5000,13,-0.0714,0.0833,14,0.2727272727,-0.0667,NULL,NULL,NULL,81.0000,0,25.0000,0.7961,-0.08305839211,-0.4590112155,0.0000,-0.2857142857,-0.75,NULL,NULL,NULL,0.3333,-0.1111111111,-0.1666666667,"Pittsburgh, PA",38300,2025-08-01 14:37:32.7980000 +00:00,10043
2022-05-01,2022-07-31,90,neighborhood,1,86113,0,"Jersey City, NJ - McGinley Square",Jersey City,New Jersey,NJ,Multi-Family (2-4 Unit),4,950000.0000,0.2582781457,0.3970588235,695000.0000,0.07013626915,-0.1026468689,351.7316,-0.01862540751,-0.06657779512,352.0030,0.08958629165,0.2197829143,2,-0.5000,-0.6000,1,-0.6667,-0.8000,12,0.5000,1.0000,12,0.7142857143,2.0000,NULL,NULL,NULL,20.5000,-4,-96.5000,0.9623,-0.06275309778,0.00274345561,0.0000,-0.5,0,NULL,NULL,NULL,0.0000,0,0,"New York, NY",35614,2025-08-01 14:37:32.7980000 +00:00,10044
2018-12-01,2019-02-28,90,neighborhood,1,761058,0,"Tallahassee, FL - Royal Oaks",Tallahassee,Florida,FL,All Residential,-1,290500.0000,0,0.1482213439,279000.0000,NULL,0.1204819277,144.0258,0,0.2443827467,131.0579,NULL,-0.003576977374,1,0.0000,-0.6667,1,0.0000,-0.6667,3,NULL,0.0000,4,3,1.0000,NULL,NULL,NULL,70.0000,0,22.0000,0.9687,0,-0.003143941252,0.0000,0,-0.3333333333,NULL,NULL,NULL,0.0000,0,-0.3333333333,"Tallahassee, FL",45220,2025-08-01 14:37:32.7980000 +00:00,10045
2014-01-01,2014-03-31,90,neighborhood,1,347114,0,"Marietta, GA - Polk",Marietta,Georgia,GA,Single Family Residential,6,297000.0000,-0.1134328358,1.175824176,275000.0000,0.8644067797,0.3756878439,163.1624,0.184997564,0.8431975226,144.3249,0,-0.1743157308,4,3.0000,3.0000,5,0.6667,1.5000,3,2.0000,-0.6667,2,0,-0.7500,NULL,NULL,NULL,101.5000,28.5,-22.5000,0.9801,0.02019150078,0.1585548148,0.0000,0,0,NULL,NULL,NULL,0.4000,0.06666666667,-0.1,"Atlanta, GA",12060,2025-08-01 14:37:32.7980000 +00:00,10046
